revenue,num_purchases,purchase,ab_group,av_site visit
0,0,0,A,6.918200047
0,0,0,A,2.912039594
0,0,0,A,7.927116162
0,0,0,A,4.193808667
0,0,0,A,8.071884981
0,0,0,A,10.96605174
0,0,0,A,6.164269866
0,0,0,A,6.441977252
0,0,0,A,5.963448888
0,0,0,A,6.602277967
0,0,0,A,8.818912096
0,0,0,A,9.610672709
0,0,0,A,8.010912456
0,0,0,A,3.738170012
0,0,0,A,8.07824917
0,0,0,A,6.193069016
0,0,0,A,8.567109393
0,0,0,A,6.716699222
0,0,0,A,9.432534529
0,0,0,A,7.928139343
0,0,0,A,5.560151653
0.96735,1,1,A,6.37018174
0,0,0,A,5.464722921
0,0,0,A,5.823464011
0,0,0,A,7.805603122
0,0,0,A,6.51542577
0,0,0,A,6.630017555
0,0,0,A,6.072369974
0,0,0,A,10.88015906
0,0,0,A,8.98734142
0,0,0,A,8.488651833
0,0,0,A,9.432534529
0,0,0,A,8.674407031
0,0,0,A,8.68398401
0,0,0,A,7.282063866
0,0,0,A,7.645754881
0,0,0,A,3.582164385
0,0,0,A,6.869478415
0,0,0,A,10.02380613
0,0,0,A,6.540752924
0,0,0,A,7.420218385
0,0,0,A,5.750827217
0,0,0,A,4.545846782
0,0,0,A,9.340857463
0,0,0,A,5.561143002
0,0,0,A,10.90249625
0,0,0,A,6.620054041
0,0,0,A,5.933233201
0,0,0,A,9.083643267
0,0,0,A,7.809091034
0,0,0,A,6.425733677
0,0,0,A,7.466318397
0,0,0,A,8.542684913
0,0,0,A,6.200033471
0,0,0,A,4.990225893
0,0,0,A,3.112783265
0,0,0,A,7.051181814
0,0,0,A,5.680314093
0,0,0,A,7.153991095
0,0,0,A,6.342628598
0,0,0,A,8.372845873
0,0,0,A,7.851616733
0,0,0,A,10.14857971
0,0,0,A,2.748148649
0,0,0,A,8.388766577
0,0,0,A,4.431077645
0,0,0,A,7.163045115
0,0,0,A,9.582596608
0,0,0,A,4.660052031
0,0,0,A,11.49530489
26.994274,5,1,A,8.667249308
0,0,0,A,7.967856977
0,0,0,A,9.835977284
0,0,0,A,6.738627139
0,0,0,A,9.170918378
0,0,0,A,3.933274815
0,0,0,A,6.436727194
0,0,0,A,6.265251063
0,0,0,A,9.491942723
0,0,0,A,7.619215825
0,0,0,A,10.26067493
0,0,0,A,6.254928298
0,0,0,A,8.144669568
0,0,0,A,5.049420356
0,0,0,A,9.510332706
0,0,0,A,10.31866431
0,0,0,A,4.619224814
0,0,0,A,9.404558472
0,0,0,A,6.920803475
0,0,0,A,6.384954208
0,0,0,A,9.659135134
0,0,0,A,6.02973741
0,0,0,A,8.146290742
0,0,0,A,6.266888153
0,0,0,A,5.736291218
0,0,0,A,6.683277565
0,0,0,A,7.540703695
0,0,0,A,6.585566002
0,0,0,A,6.283063516
0,0,0,A,9.551564648
0,0,0,A,5.356024662
0,0,0,A,10.45737135
0,0,0,A,9.117640179
0,0,0,A,7.968716449
0,0,0,A,5.091093403
0,0,0,A,7.833058493
0,0,0,A,5.577150109
0,0,0,A,5.359025994
0,0,0,A,4.92030394
0,0,0,A,6.794547421
0,0,0,A,7.398345037
0,0,0,A,5.061202859
0,0,0,A,8.533840077
0,0,0,A,7.916397767
0,0,0,A,8.087105375
0,0,0,A,4.972654455
0,0,0,A,7.278200787
0,0,0,A,7.142331373
0,0,0,A,6.260994628
0,0,0,A,6.164604105
0,0,0,A,6.406734332
0,0,0,A,7.574746082
0,0,0,A,5.970442903
0,0,0,A,5.059979589
0,0,0,A,3.925325831
0,0,0,A,7.341069608
0,0,0,A,3.274564182
0,0,0,A,7.067866495
6.977437,3,1,A,7.030522642
0,0,0,A,7.180398274
0,0,0,A,10.23323547
0,0,0,A,4.866752892
0,0,0,A,10.86718966
0,0,0,A,7.543402621
0,0,0,A,7.998240921
0,0,0,A,9.64440132
9.99,1,1,A,4.261384124
0,0,0,A,9.373644747
0,0,0,A,7.323386757
0,0,0,A,7.463173819
0,0,0,A,9.794777174
0,0,0,A,6.086319349
0,0,0,A,7.52707037
0,0,0,A,8.762487045
0,0,0,A,10.30360308
0,0,0,A,3.580845618
0,0,0,A,6.197548277
0,0,0,A,9.111487447
0,0,0,A,4.830459506
0,0,0,A,5.227790456
0,0,0,A,8.589248768
0,0,0,A,9.529964149
0,0,0,A,9.794777174
0,0,0,A,4.087543306
0,0,0,A,7.595184702
0,0,0,A,6.87944193
0,0,0,A,6.470869625
0,0,0,A,8.225457709
0,0,0,A,5.289258656
0,0,0,A,7.726899998
0,0,0,A,7.088077741
0,0,0,A,7.076440756
0,0,0,A,6.273591129
0,0,0,A,7.991487923
0,0,0,A,7.034197001
0,0,0,A,10.07467417
0,0,0,A,7.232234925
0,0,0,A,9.324245543
0,0,0,A,6.135297912
0,0,0,A,6.323865723
0,0,0,A,6.049650796
0,0,0,A,3.327860572
0,0,0,A,7.034349341
0,0,0,A,8.508301466
0,0,0,A,8.337621143
0,0,0,A,6.834651589
0,0,0,A,11.157082
0,0,0,A,4.998570507
4.99,1,1,A,8.489661372
0,0,0,A,4.234972398
0,0,0,A,6.656290584
0,0,0,A,8.858129508
0,0,0,A,11.01762009
0,0,0,A,4.508389242
0,0,0,A,8.095629614
0,0,0,A,4.975978658
0,0,0,A,9.631254574
0,0,0,A,6.081051101
0,0,0,A,8.221951607
0,0,0,A,3.853539415
0,0,0,A,6.31592356
0,0,0,A,5.644916559
0,0,0,A,7.558818556
0,0,0,A,8.042678832
0,0,0,A,8.789953785
0,0,0,A,4.716158759
0,0,0,A,5.918387973
0,0,0,A,8.255500592
0,0,0,A,6.048282007
0,0,0,A,4.986924427
0,0,0,A,6.911615305
0,0,0,A,7.801790065
0,0,0,A,4.773079485
0,0,0,A,9.307792784
0,0,0,A,4.731069925
0,0,0,A,6.5757139
0,0,0,A,6.735696292
0,0,0,A,4.153108779
0,0,0,A,5.904550012
0,0,0,A,1.792160578
0,0,0,A,5.885477908
0,0,0,A,5.281527951
0,0,0,A,7.638506208
0,0,0,A,4.554918991
0,0,0,A,4.961626832
0,0,0,A,7.209452082
0,0,0,A,5.803029939
0,0,0,A,7.207453468
0,0,0,A,6.405454219
0,0,0,A,6.05119239
0,0,0,A,6.906867743
0,0,0,A,7.234699655
0,0,0,A,8.720686669
0,0,0,A,8.636262823
0,0,0,A,7.818065473
0,0,0,A,8.113985491
0,0,0,A,8.010737378
0,0,0,A,7.362201718
0,0,0,A,5.527046046
0,0,0,A,7.321369953
0,0,0,A,7.285463102
0,0,0,A,6.15925855
0,0,0,A,2.426733221
0,0,0,A,7.333620847
0,0,0,A,8.69600753
0,0,0,A,12.22159098
0,0,0,A,6.516842308
0,0,0,A,7.684888164
0,0,0,A,8.639045877
0,0,0,A,7.587672275
0,0,0,A,5.396865521
0,0,0,A,9.046876943
0,0,0,A,6.230108187
0,0,0,A,4.099853317
0,0,0,A,6.049480266
0,0,0,A,7.028228442
0,0,0,A,5.293665158
0,0,0,A,8.752582648
0,0,0,A,3.687383828
0,0,0,A,5.240214154
0,0,0,A,6.587130333
0,0,0,A,7.515988177
0,0,0,A,6.881129042
0,0,0,A,10.85927706
0,0,0,A,6.664362349
0,0,0,A,8.440243977
0,0,0,A,6.723961537
0,0,0,A,6.787162324
0,0,0,A,7.139875738
0,0,0,A,7.907061803
0,0,0,A,7.595184702
0,0,0,A,8.488047019
0,0,0,A,6.871470209
0,0,0,A,3.493170329
0,0,0,A,5.962925929
0,0,0,A,5.316234269
0,0,0,A,5.785415301
0,0,0,A,8.68223778
0,0,0,A,6.300166564
0,0,0,A,7.485363216
0,0,0,A,7.177788024
0,0,0,A,4.2792466
0,0,0,A,10.89229172
0,0,0,A,5.533057806
0,0,0,A,7.341069608
0,0,0,A,4.784420884
0,0,0,A,7.060824732
0,0,0,A,5.624248292
0,0,0,A,7.734094101
0,0,0,A,7.240709142
0,0,0,A,6.317544734
0,0,0,A,6.184428816
0,0,0,A,7.18439323
0,0,0,A,9.060614861
0,0,0,A,10.19101673
0,0,0,A,9.507981662
0,0,0,A,8.886110113
0,0,0,A,7.949835339
0,0,0,A,7.808427103
0,0,0,A,4.698741936
0,0,0,A,2.173384377
0,0,0,A,7.594545781
0,0,0,A,5.014664015
0,0,0,A,6.931214916
0,0,0,A,10.03633897
0,0,0,A,9.791930456
0,0,0,A,7.740808446
0,0,0,A,10.09174538
0,0,0,A,7.753275344
0,0,0,A,5.506295924
0,0,0,A,6.688234311
0,0,0,A,5.65164682
0,0,0,A,4.148042894
0,0,0,A,7.138650194
0,0,0,A,8.172354587
0,0,0,A,11.4009721
0,0,0,A,8.102212082
0,0,0,A,6.081221631
0,0,0,A,7.611516953
0,0,0,A,6.228955403
0,0,0,A,7.974569048
0,0,0,A,6.626593308
0,0,0,A,6.849846972
0,0,0,A,7.104159881
0,0,0,A,6.5991584
1.452885,1,1,A,5.727312231
0,0,0,A,7.118106982
0,0,0,A,7.778961748
0,0,0,A,5.450095973
0,0,0,A,4.439781509
0,0,0,A,9.434776434
0,0,0,A,5.178309397
0,0,0,A,11.08424967
0,0,0,A,4.545523911
0,0,0,A,10.90764399
0,0,0,A,7.597424332
0,0,0,A,6.808385382
0,0,0,A,7.816567081
0,0,0,A,5.548032636
0,0,0,A,6.731219305
0,0,0,A,5.218481778
0,0,0,A,8.340681592
0,0,0,A,6.84554961
0,0,0,A,6.100223249
0,0,0,A,6.895685505
0,0,0,A,1.917598087
0,0,0,A,6.996557563
0,0,0,A,5.448442966
0,0,0,A,8.041626092
0,0,0,A,4.633149178
0,0,0,A,6.788547029
0,0,0,A,7.60158527
0,0,0,A,5.152911758
0,0,0,A,4.875916051
0,0,0,A,7.041848125
0,0,0,A,7.153377187
0,0,0,A,9.655442586
0,0,0,A,7.396316864
0,0,0,A,5.689049789
0,0,0,A,6.298865987
0,0,0,A,6.991814548
0,0,0,A,7.509508027
0,0,0,A,7.713023383
0,0,0,A,6.366000338
0,0,0,A,6.721180757
0,0,0,A,6.479423423
0,0,0,A,7.400061708
0,0,0,A,9.121932994
0,0,0,A,5.531257006
0,0,0,A,10.93378286
0,0,0,A,5.109351509
0,0,0,A,7.865206857
0,0,0,A,5.993607733
0,0,0,A,6.306182872
0,0,0,A,8.06641437
0,0,0,A,6.152066721
0,0,0,A,6.794854375
0,0,0,A,7.60766979
0,0,0,A,5.726937065
0,0,0,A,6.065039447
0,0,0,A,7.593104232
0,0,0,A,7.145857939
0,0,0,A,5.640871581
0,0,0,A,7.673703653
0,0,0,A,7.621944309
0,0,0,A,6.66823907
0,0,0,A,7.18193532
0,0,0,A,6.78069809
0,0,0,A,11.9094524
0,0,0,A,3.958804331
0,0,0,A,7.464433469
0,0,0,A,9.965143722
0,0,0,A,5.386506377
0,0,0,A,8.668981895
0,0,0,A,6.044680408
0,0,0,A,8.279063326
0,0,0,A,7.311147232
0,0,0,A,5.675361894
0,0,0,A,9.567876436
0,0,0,A,7.895884114
0,0,0,A,4.166523826
0,0,0,A,7.593745426
0,0,0,A,6.836954885
0,0,0,A,8.886110113
0,0,0,A,7.413651833
0,0,0,A,7.543086571
0,0,0,A,8.627299753
0,0,0,A,7.355362317
0,0,0,A,6.441977252
0,0,0,A,6.996709903
0,0,0,A,9.246938493
0,0,0,A,10.51683411
0,0,0,A,8.045309546
0,0,0,A,4.383938535
0,0,0,A,7.614884357
0,0,0,A,8.37110419
0,0,0,A,5.183629941
0,0,0,A,3.871865733
0,0,0,A,7.074755917
0,0,0,A,7.849606749
0,0,0,A,8.881103344
0,0,0,A,7.087006811
0,0,0,A,6.422543624
0,0,0,A,3.456281224
0,0,0,A,7.27758233
0,0,0,A,6.165772806
99.9,10,1,A,5.539055923
0,0,0,A,7.415839168
0,0,0,A,7.748186721
0,0,0,A,11.36717528
0,0,0,A,5.776202119
0,0,0,A,6.07747906
0,0,0,A,6.965650659
0,0,0,A,6.288279469
0,0,0,A,3.348306013
0,0,0,A,6.662964001
0,0,0,A,8.279249773
0,0,0,A,7.203144737
0,0,0,A,8.649341357
0,0,0,A,4.481909304
0,0,0,A,5.960649918
0,0,0,A,8.732237251
0,0,0,A,4.276931936
0,0,0,A,4.355234882
0,0,0,A,6.174442564
0,0,0,A,9.442498044
0,0,0,A,7.560567059
0,0,0,A,4.717036422
0,0,0,A,7.912662017
0,0,0,A,8.77538368
0,0,0,A,6.018359631
0,0,0,A,8.703251655
0,0,0,A,8.138907919
0,0,0,A,5.758071342
0,0,0,A,9.584006324
0,0,0,A,4.919248926
0,0,0,A,6.451356416
0,0,0,A,9.546394171
0,0,0,A,7.540862857
3.787458,1,1,A,6.997169198
0,0,0,A,5.072430571
0,0,0,A,6.643241608
0,0,0,A,6.634687811
0,0,0,A,8.975595296
0,0,0,A,7.624677341
5.96,4,1,A,2.80641088
0,0,0,A,8.00413672
0,0,0,A,5.79533334
0,0,0,A,7.841744168
0,0,0,A,8.410069217
0,0,0,A,5.14986495
0,0,0,A,8.620280727
0,0,0,A,9.345113899
0,0,0,A,8.251776212
0,0,0,A,7.435873062
0,0,0,A,10.30720468
0,0,0,A,4.283489392
0,0,0,A,7.062968866
0,0,0,A,7.818731678
0,0,0,A,7.918607839
0,0,0,A,7.398968041
0,0,0,A,7.104159881
0,0,0,A,8.052155767
0,0,0,A,8.684420567
0,0,0,A,4.678460204
0,0,0,A,5.128400875
0,0,0,A,8.72867658
0,0,0,A,7.044142325
0,0,0,A,5.548232725
0,0,0,A,5.220755515
0,0,0,A,7.321215339
0,0,0,A,6.305857727
0,0,0,A,8.376138243
0,0,0,A,10.36123776
0,0,0,A,7.084403382
0,0,0,A,3.418155206
0,0,0,A,5.772327672
0,0,0,A,6.641529485
0,0,0,A,5.083840183
0,0,0,A,6.5852545
0,0,0,A,6.472454419
0,0,0,A,6.444999048
0,0,0,A,8.757757673
0,0,0,A,5.759926712
0,0,0,A,6.828203272
0,0,0,A,7.029147031
0,0,0,A,10.2231037
0,0,0,A,3.692195054
12.315864,2,1,A,7.752620508
0,0,0,A,4.437698767
0,0,0,A,7.580646429
0,0,0,A,4.549093678
0,0,0,A,2.984671841
0,0,0,A,3.497444954
0,0,0,A,6.289420884
0,0,0,A,9.222659532
0,0,0,A,7.869745236
0,0,0,A,7.671113867
0,0,0,A,5.125076672
1.834131,1,1,A,4.875111148
0,0,0,A,5.660464371
0,0,0,A,10.15812031
0,0,0,A,4.799895937
0,0,0,A,6.133283382
0,0,0,A,5.239541128
0,0,0,A,6.789779395
0,0,0,A,4.308673301
0,0,0,A,7.071236173
0,0,0,A,9.491610758
0,0,0,A,6.828817181
0,0,0,A,4.407512637
0,0,0,A,5.436010173
0,0,0,A,4.794284354
0,0,0,A,4.333434294
0,0,0,A,10.79532139
0,0,0,A,10.30840521
0,0,0,A,3.868218659
0,0,0,A,6.370343176
0,0,0,A,7.781108156
0,0,0,A,5.197913555
0,0,0,A,9.348156158
0,0,0,A,6.047424808
0,0,0,A,8.228595465
0,0,0,A,9.732767825
0,0,0,A,8.635407898
0,0,0,A,5.701919139
0,0,0,A,9.348460839
0,0,0,A,6.970700628
0,0,0,A,4.71820967
0,0,0,A,7.304025889
0,0,0,A,6.932133505
0,0,0,A,9.183924153
0,0,0,A,5.780076567
0,0,0,A,10.06326001
0,0,0,A,5.71304226
0,0,0,A,8.993616934
0,0,0,A,6.558015134
0,0,0,A,6.356823537
0,0,0,A,4.459444785
0,0,0,A,7.765774075
0,0,0,A,7.557545263
0,0,0,A,3.312899384
0,0,0,A,2.752532413
0,0,0,A,5.969919943
